relation	pattern
produced	won on;
produced	won twice;
produced	[[con]] won [[num]];
produced	later won for;
produced	where won [[con]];
produced	won at;
produced	which won for;
produced	later won [[det]];
produced	had won as;
produced	never won [[det]];
produced	also won on;
produced	[[con]] won twice;
produced	won of;
produced	has won with;
produced	then won [[det]];
produced	have won [[det]];
produced	also won [[con]];
produced	who won [[det]];
produced	which won at;
produced	also won [[prp]];
produced	had won [[con]];
produced	has won on;
produced	won [[prp]];
produced	when won [[prp]];
produced	which won [[pro]];
produced	won [[num]];
produced	also won as;
produced	[[adj]] won [[det]];
produced	has won at;
produced	[[con]] won at;
produced	already won [[det]];
produced	won [[det]];
produced	had won [[det]];
produced	then won at;
produced	first won;
produced	has won twice;
produced	won [[adj]];
produced	again won [[det]];
produced	has won;
produced	s won [[det]];
produced	that won at;
produced	which won [[con]];
produced	[[con]] won [[det]];
produced	had won for;
produced	twice won;
produced	which won [[det]];
produced	won in;
produced	has won for;
produced	had won;
produced	in won [[det]];
produced	since won [[det]];
produced	as won [[det]];
produced	has won [[num]];
produced	which won in;
produced	later won;
produced	also won [[det]];
produced	produced as;
produced	[[con]] produced;
produced	[[adj]] producer as;
produced	[[det]] producer of;
produced	[[det]] producer for;
produced	producer of;
produced	producer for;
produced	[[adj]] producer on;
produced	[[adj]] producer [[con]];
produced	[[det]] producer on;
produced	[[det]] producer in;
produced	[[det]] producer [[con]];
produced	[[adj]] producer of;
produced	[[det]] producer to;
produced	[[adj]] producer for;
produced	produced [[det]] [[adj]] film;
produced	also produced [[det]] [[num]] film;
produced	produced [[det]] [[num]] film;
produced	produced [[det]] film;
produced	produced [[prp]] [[adj]] film;
produced	also produced [[det]] film;
produced	produced [[adj]] film;
produced	[[adj]] producer in;
produced	[[adj]] producer at;
produced	producer on;
produced	[[con]] won in;
produced	has won from;
produced	later won in;
produced	directed;
produced	also directed [[det]];
produced	was directed in;
produced	also directed [[num]];
produced	directed [[pro]];
produced	also directed;
produced	directed [[num]];
produced	has directed for;
produced	directed as;
produced	also directed in;
produced	has directed [[adj]];
produced	of directed;
produced	directed in;
produced	has directed [[num]];
produced	[[con]] directed;
produced	also directed [[adj]];
produced	had directed [[det]];
produced	directed of;
produced	[[con]] directed in;
produced	directed to;
produced	has directed;
produced	has directed [[con]];
produced	directed [[det]];
produced	directed was;
produced	[[adj]] directed;
produced	directed [[adj]];
produced	was directed to;
produced	then directed [[det]];
produced	also directed at;
produced	directed from;
produced	also directed of;
produced	has directed at;
produced	has directed [[det]];
produced	s directed at;
produced	directed for;
produced	directed at;
produced	[[con]] directed [[det]];
produced	also cast [[pro]];
produced	was cast in;
produced	was cast at;
produced	cast [[prp]];
produced	cast in;
produced	cast [[pro]];
produced	also cast at;
produced	[[adj]] cast in;
produced	was cast to;
produced	later cast in;
produced	[[con]] cast [[pro]];
produced	been cast;
produced	[[con]] cast [[prp]];
produced	cast [[det]];
produced	[[adj]] cast of;
produced	was cast [[det]];
produced	then cast as;
produced	being cast in;
produced	also cast in;
produced	also starred in;
produced	starred [[det]];
produced	starred at;
produced	also starred of;
produced	starred of;
produced	starred [[num]];
produced	[[con]] starred in;
produced	had starred in;
produced	starred on;
produced	who starred;
produced	has starred [[con]];
produced	has starred;
produced	has starred of;
produced	has starred [[det]];
produced	then starred;
produced	also starred [[num]];
produced	has starred as;
produced	also starred [[det]];
produced	also starred at;
produced	starred to;
produced	later starred of;
produced	then starred in;
produced	also starred to;
produced	also starred [[con]];
produced	later starred as;
produced	starred in;
produced	[[adj]] starred in;
produced	has starred in;
produced	also starred;
produced	followed [[pro]];
produced	followed [[det]];
produced	s followed by;
produced	followed on;
produced	then followed [[det]];
produced	followed up;
produced	followed with;
produced	followed that;
produced	where starred in;
produced	also starred on;
produced	[[adj]] starred [[det]];
produced	later starred;
produced	[[adj]] starred [[con]];
produced	[[adj]] starred as;
produced	[[adj]] starred;
produced	has starred [[num]];
produced	also starred as;
produced	had starred as;
produced	had starred with;
produced	[[adj]] starred on;
produced	later starred in;
produced	has starred on;
produced	nominated at;
produced	also nominated [[det]];
produced	was nominated of;
produced	twice nominated [[con]];
produced	also nominated for;
produced	twice nominated for;
produced	been nominated as;
produced	was nominated in;
produced	was nominated on;
produced	twice nominated [[det]];
produced	was nominated [[con]];
produced	twice nominated;
produced	was nominated twice;
produced	been nominated [[det]];
produced	been nominated twice;
produced	were nominated for;
produced	also nominated on;
produced	also nominated;
produced	was nominated as;
produced	been nominated [[num]];
produced	been nominated for;
produced	been nominated in;
produced	been nominated [[con]];
produced	also nominated in;
produced	nominated to;
produced	also nominated as;
produced	was nominated [[num]];
produced	was nominated [[det]];
produced	also nominated by;
produced	again nominated for;
produced	also nominated to;
produced	also nominated twice;
produced	was nominated for;
produced	nominated for;
produced	nominated in;
produced	been nominated with;
produced	was nominated again;
produced	been nominated on;
produced	been nominated;
produced	was nominated at;
produced	also directed [[con]] produced [[det]];
produced	has produced [[con]] directed;
produced	produced [[con]] directed;
produced	also directed [[con]] produced;
produced	also produced [[con]] directed;
produced	directed [[con]] produced;
produced	produced [[con]] directed [[det]];
produced	be nominated for;
produced	nominated [[det]];
produced	also nominated [[con]];
produced	twice nominated by;
produced	received only;
produced	was received at;
produced	where received [[prp]];
produced	received [[prp]];
produced	later received in;
produced	has received for;
produced	also received in;
produced	received to;
produced	[[con]] received for;
produced	then received in;
produced	received for;
produced	[[con]] received in;
produced	received with;
produced	later received [[det]];
produced	also received by;
produced	also received [[con]];
produced	received as;
produced	received more;
produced	where received in;
produced	have received [[det]];
produced	received on;
produced	also received for;
produced	received [[det]];
produced	received [[adj]];
produced	received in;
produced	followed at;
produced	later followed by;
produced	[[det]] followed;
produced	followed in;
produced	[[det]] production;
produced	production as;
produced	[[adj]] production;
produced	[[num]] production of;
produced	[[prp]] production of;
produced	s production;
produced	production of;
produced	[[det]] production of;
produced	s production of;
produced	in production of;
produced	[[adj]] production of;
produced	directed [[con]] produced [[det]];
produced	also produced [[con]] directed [[con]];
produced	since appeared in;
produced	again appeared in;
produced	later appeared [[adj]];
produced	appeared [[det]];
produced	appeared about;
produced	appeared in;
produced	[[det]] appeared in;
produced	since appeared as;
produced	has appeared [[num]];
produced	appeared during;
produced	also appeared to;
produced	appeared after;
produced	has appeared to;
produced	then appeared;
produced	also appeared [[num]];
produced	also appeared as;
produced	has appeared twice;
produced	then appeared in;
produced	[[adj]] appeared;
produced	[[adj]] appeared as;
produced	later appeared as;
produced	appeared as;
produced	also appeared on;
produced	only appeared;
produced	later appeared in;
produced	[[pro]] appeared on;
produced	has appeared [[adj]];
produced	as appeared;
produced	later appeared;
produced	appeared [[con]];
produced	also appeared [[con]];
produced	appeared [[num]];
produced	has appeared on;
produced	of appeared;
produced	have appeared on;
produced	first appeared as;
produced	later appeared on;
produced	[[con]] appeared as;
produced	also appeared;
produced	also appeared twice;
produced	also appeared in;
produced	appeared which;
produced	also appeared [[det]];
produced	took [[prp]] [[adj]] productions that starred [[prp]] father;
produced	later appeared [[con]];
produced	appeared to;
produced	first appeared;
produced	[[adj]] appeared in;
produced	then appeared on;
produced	only appeared in;
produced	never appeared in;
produced	also appeared [[pro]];
produced	appeared of;
produced	later appeared for;
produced	appeared from;
produced	first appeared on;
produced	has appeared [[con]];
produced	since appeared;
produced	appeared on;
produced	appeared while;
produced	also appeared before;
produced	had appeared on;
produced	[[con]] appeared at;
produced	has appeared in;
produced	also appeared of;
produced	also appeared s;
produced	often appeared on;
produced	has appeared from;
produced	appeared only;
produced	s appeared on;
produced	[[con]] appeared in;
produced	has appeared;
produced	first appeared [[con]];
produced	then appeared as;
produced	who appeared on;
produced	has appeared of;
produced	again appeared on;
produced	[[adj]] appeared [[num]];
produced	had appeared in;
produced	[[con]] appeared on;
produced	since appeared [[num]];
produced	appeared twice;
produced	also appeared during;
produced	[[adj]] appeared on;
produced	has appeared as;
produced	has appeared [[det]];
produced	was received [[con]];
produced	never received [[det]];
produced	[[adj]] received;
produced	also received [[num]];
produced	received during;
produced	received of;
produced	has received [[con]];
produced	has received [[num]];
produced	to produce [[prp]];
produced	to produce;
produced	to produce [[det]];
produced	[[det]] cast of;
produced	then cast in;
produced	[[det]] cast [[adj]];
produced	is cast in;
produced	also cast [[con]];
produced	was cast on;
produced	cast of;
produced	been cast in;
produced	s production at;
produced	s production on;
produced	production at;
produced	production for;
produced	[[num]] production;
produced	[[det]] production at;
produced	s production [[con]];
produced	[[adj]] production at;
produced	has produced [[det]] [[adj]] films like;
produced	created [[det]] which produced [[num]] films like [[con]];
produced	worked on;
produced	worked later;
produced	has worked [[det]];
produced	then worked [[con]];
produced	also worked on;
produced	also worked [[num]];
produced	also worked [[det]];
produced	worked then;
produced	has worked [[num]];
produced	also worked from;
produced	worked was;
produced	first worked at;
produced	has worked also;
produced	worked [[num]];
produced	have worked together;
produced	[[con]] worked as;
produced	then worked on;
produced	also worked at;
produced	also worked;
produced	worked [[adj]];
produced	then worked from;
produced	formerly worked at;
produced	then worked before;
produced	where worked at;
produced	first worked [[det]];
produced	have worked on;
produced	first worked on;
produced	had worked;
produced	worked most;
produced	worked mainly;
produced	worked from;
produced	first worked as;
produced	[[con]] worked on;
produced	also worked as;
produced	[[con]] worked at;
produced	had worked together;
produced	later worked on;
produced	worked [[det]];
produced	then worked;
produced	then worked as;
produced	then worked [[det]];
produced	had worked at;
produced	has worked;
produced	has worked on projects [[adj]];
produced	also worked on projects [[adj]];
produced	[[num]] adaptation of;
produced	adaptation of;
produced	[[adj]] adaptation;
produced	s adaptation;
produced	[[adj]] adaptation of;
produced	[[det]] adaptation of;
produced	s adaptation of;
produced	has appeared at;
produced	appeared at;
produced	first appeared at;
produced	again appeared at;
produced	where appeared in;
produced	also appeared at;
produced	who appeared in;
produced	which appeared in;
produced	also appeared was;
produced	had appeared;
produced	appeared s;
produced	have appeared in;
produced	[[det]] appeared;
produced	also appeared from;
produced	[[adj]] appeared at;
produced	then appeared at;
produced	[[mod]] produce;
produced	that worked [[adj]] projects in;
produced	has worked on [[num]] projects;
produced	has worked on [[adj]] projects [[adj]];
produced	had worked in;
produced	[[con]] worked by;
produced	worked mostly;
produced	where worked as;
produced	later worked as;
produced	also worked during;
produced	worked during;
produced	later worked to;
produced	[[adj]] worked on;
produced	where worked on;
produced	then worked during;
produced	has worked on;
produced	had worked on;
produced	s worked for;
produced	formerly worked on;
produced	worked before;
produced	s worked on;
produced	[[num]] adaptation;
produced	also wrote [[det]] screenplay for;
produced	wrote [[prp]] [[adj]] screenplay;
produced	wrote [[det]] screenplay for;
produced	also wrote [[det]] screenplay;
produced	[[num]] feature;
produced	to feature in;
produced	[[adj]] feature;
produced	s feature;
produced	to direct [[con]];
produced	to direct [[det]];
produced	to direct;
produced	direct [[det]];
produced	to direct [[adj]];
produced	[[mod]] direct [[det]];
produced	produced [[con]] starred in;
produced	has received [[num]] nominations [[con]];
produced	has received [[num]] nominations for;
produced	has received nominations in;
produced	received [[num]] nominations;
produced	received [[num]] nominations for;
produced	received nominations for;
produced	has received [[num]] [[adj]] nominations for;
produced	has received [[num]] nominations;
produced	s music for;
produced	music for;
produced	exhibited [[prp]] work was used in movies like;
produced	also directed [[det]] film;
produced	directed [[det]] film;
produced	directed [[det]] [[num]] film;
produced	also directed [[det]] [[adj]] film;
produced	directed [[det]] [[adj]] film;
produced	directed [[prp]] [[adj]] film;
produced	has directed [[num]] film [[det]];
produced	directed [[num]] film;
produced	[[prp]] movie;
produced	[[det]] movie;
produced	s movie [[det]];
produced	[[adj]] movie;
produced	s movie;
produced	[[num]] movie;
produced	for movie;
produced	starred in [[con]] produced;
produced	received nominations in;
produced	has received nominations for;
produced	received nominations [[con]];
produced	has received nominations;
produced	received [[num]] nominations [[con]];
produced	also starred in [[adj]] film;
produced	starred in [[num]] film of;
produced	starred in [[det]] film [[con]];
produced	starred in film;
produced	starred in [[num]] film;
produced	starred as [[det]] film;
produced	starred in [[adj]] film;
produced	starred as [[adj]] film;
produced	starred in [[det]] film;
produced	also starred [[num]] film;
produced	also starred in [[det]] film;
produced	starred as [[num]] film;
produced	also starred in [[num]] film;
produced	won from [[det]] film;
produced	won in [[num]] film;
produced	won in [[det]] film;
produced	won for [[det]] film;
produced	won for [[prp]] film;
produced	won for [[num]] film;
produced	won for [[adj]] film;
produced	[[adj]] movie to;
produced	[[num]] movie [[con]];
produced	s movie [[con]];
produced	known was;
produced	was known during;
produced	best known;
produced	had known since;
produced	best known at;
produced	most known [[con]];
produced	is known in;
produced	mostly known from;
produced	best known [[con]];
produced	also known has;
produced	also known [[det]];
produced	known for;
produced	also known in;
produced	also known on;
produced	well known as;
produced	best known for;
produced	also known during;
produced	best known during;
produced	is known during;
produced	is known from;
produced	well known on;
produced	is known on;
produced	also known from;
produced	become known as;
produced	became known on;
produced	better known [[det]];
produced	most known;
produced	best known of;
produced	mainly known as;
produced	best known as;
produced	still known as;
produced	most known as;
produced	best known [[det]];
produced	best known on;
produced	best known in;
produced	was known on;
produced	best known where;
produced	best known [[num]];
produced	is known after;
produced	starred in [[det]] film of;
produced	wrote [[con]] produced;
produced	also wrote [[con]] produced;
produced	wrote [[con]] produced for;
produced	wrote [[con]] produced [[det]];
produced	s music;
produced	[[adj]] music for;
produced	[[adj]] music;
produced	[[det]] music for;
produced	music as;
produced	to direct [[prp]];
produced	film was directed [[con]];
produced	also directed [[det]] [[num]] film;
produced	worked as [[det]] producer on;
produced	also worked as [[det]] producer for;
produced	received nominations;
produced	also received [[num]] nominations for;
produced	wrote [[con]] produced of;
produced	produced [[det]] movie;
produced	s epic;
produced	[[adj]] epic;
produced	[[det]] stars of;
produced	currently stars;
produced	also stars in;
produced	currently stars in;
produced	currently stars as;
produced	[[num]] stars on;
produced	stars on;
produced	currently stars on;
produced	of stars;
produced	stars of;
produced	stars in;
produced	also stars as;
produced	[[adj]] solo;
produced	[[adj]] thriller;
produced	[[adj]] movies [[adj]];
produced	[[adj]] movies;
produced	in movies [[adj]];
produced	movies [[con]];
produced	movies [[adj]];
produced	[[det]] movies [[con]];
produced	[[det]] movies;
produced	[[num]] movies [[con]];
produced	[[num]] movies;
produced	[[det]] version of;
produced	[[adj]] version;
produced	version of;
produced	[[adj]] version is;
produced	[[adj]] version of;
produced	[[num]] version of;
produced	s version of;
produced	[[adj]] version [[con]];
produced	[[det]] version;
produced	produced [[det]] feature film;
produced	[[det]] thriller;
produced	retained ownership of;
produced	s including [[con]];
produced	much including;
produced	including [[det]];
produced	well including;
produced	[[adj]] including for;
produced	[[adj]] including [[det]];
produced	including at;
produced	including on;
produced	including in;
produced	including [[adj]];
produced	was including;
produced	[[adj]] including [[num]];
produced	most including [[det]];
produced	including [[num]];
produced	[[adj]] including as;
produced	s including [[det]];
produced	s interview on;
produced	interview with;
produced	[[det]] interview with;
produced	s interview in;
produced	s interview;
produced	recently appeared on;
produced	has recently appeared in;
produced	has recently appeared for;
produced	recently appeared in;
produced	had recently appeared in;
produced	has recently appeared on;
produced	recently appeared;
produced	most recently appeared at;
produced	most recently appeared in;
produced	also recently appeared in;
produced	writing credits;
produced	later starred in films [[adj]];
produced	then starred in [[det]] films;
produced	also starred in films [[adj]];
produced	then starred in films [[adj]];
produced	starred in films [[num]];
produced	starred in [[num]] films [[con]];
produced	also starred [[adj]] films [[adj]];
produced	also starred in [[det]] films;
produced	has starred in films [[adj]];
produced	[[adj]] starred in [[num]] films [[adj]];
produced	has starred in [[adj]] films [[adj]];
produced	starred in films [[adj]];
produced	starred in [[det]] films [[num]];
produced	also starred in [[adj]] films;
produced	starred in [[num]] films;
produced	starred in [[adj]] films;
produced	starred in [[det]] films;
produced	has starred in [[adj]] films as;
produced	s documentary of;
produced	[[det]] documentary;
produced	s documentary;
produced	s documentary on;
produced	[[adj]] documentary;
produced	[[adj]] series;
produced	[[det]] series as;
produced	series [[adj]];
produced	in series [[adj]];
produced	[[num]] series;
produced	series of;
produced	on series [[adj]];
produced	[[adj]] series [[con]];
produced	[[det]] series by;
produced	[[det]] series;
produced	[[num]] series of;
produced	[[det]] series on;
produced	of series;
produced	[[det]] series [[num]];
produced	s series of;
produced	s series [[con]];
produced	[[adj]] series [[adj]];
produced	[[adj]] series of;
produced	[[det]] series [[adj]] series;
produced	s series;
produced	series [[con]];
produced	[[det]] series [[con]];
produced	in series;
produced	[[det]] series [[adj]];
produced	[[adj]] drama;
produced	s drama;
produced	[[det]] drama;
produced	[[num]] drama;
produced	[[det]] performance at;
produced	[[adj]] performance with;
produced	[[det]] performance;
produced	s performance on;
produced	performance [[con]];
produced	[[adj]] performance of;
produced	[[num]] performance of;
produced	[[prp]] performance of;
produced	[[adj]] performance for;
produced	performance of;
produced	s performance at;
produced	[[prp]] performance in;
produced	s performance of;
produced	[[prp]] performance at;
produced	s performance in;
produced	performance at;
produced	performance in;
produced	[[prp]] performance as;
produced	[[adj]] performance at;
produced	s performance;
produced	recently appeared as;
produced	recently appeared at;
produced	[[num]] documentary;
produced	produced [[con]] acted;
produced	nominations for;
produced	nominations in;
produced	nominations [[con]];
produced	[[det]] epic;
produced	filming on;
produced	filming of;
produced	filming [[det]];
produced	filming for;
produced	[[det]] filming of;
produced	was filming;
produced	while filming;
produced	[[adj]] solo show;
produced	s solo;
produced	[[det]] solo show;
produced	[[adj]] solo [[adj]];
produced	[[det]] solo;
produced	[[det]] work for;
produced	s work;
produced	to work [[num]];
produced	to work [[con]];
produced	work at;
produced	[[mod]] work [[con]];
produced	[[prp]] work to;
produced	[[num]] work;
produced	[[adj]] work [[con]];
produced	[[prp]] work;
produced	[[prp]] work in;
produced	work on;
produced	found work at;
produced	s work at;
produced	[[adj]] work [[det]];
produced	s work on;
produced	to work [[adj]];
produced	[[prp]] work [[adj]];
produced	s work in;
produced	to work among;
produced	to work together;
produced	[[prp]] work on;
produced	work as;
produced	[[mod]] work again;
produced	s work of;
produced	s work [[con]];
produced	work for;
produced	[[mod]] work at;
produced	later work with;
produced	to work on;
produced	[[adj]] work;
produced	to work at;
produced	also known for;
produced	[[det]] known;
produced	most known for;
produced	well known to;
produced	well known;
produced	now known as;
produced	mostly known as;
produced	was known for;
produced	well known throughout;
produced	of known as;
produced	is known to;
produced	were known;
produced	was known at;
produced	best known from;
produced	s known;
produced	s known as;
produced	became known when;
produced	is known at;
produced	[[adj]] known as;
produced	well known [[det]];
produced	best known especially;
produced	most known in;
produced	is known [[num]];
produced	is known [[det]];
produced	well known at;
produced	became known [[det]];
produced	received [[det]] nomination [[con]];
produced	received [[prp]] [[adj]] nomination for;
produced	received [[det]] nomination in;
produced	also received [[det]] nomination in;
produced	received [[det]] nomination [[det]];
produced	received [[det]] nomination for;
produced	received [[det]] nomination as;
produced	received [[prp]] [[adj]] nomination in;
produced	received [[det]] nomination;
produced	also received [[det]] nomination for;
produced	won [[det]] award for;
produced	also won [[det]] award at;
produced	won [[det]] award [[con]];
produced	won [[det]] [[adj]] award for;
produced	won [[det]] [[num]] award for;
produced	won [[det]] [[num]] award to;
produced	[[det]] won [[det]] award for;
produced	won [[det]] award at;
produced	won [[det]] award in;
produced	also won [[det]] award;
produced	also won [[det]] award for;
produced	won [[det]] award as;
produced	won [[det]] award to;
produced	won award for;
produced	wrote produced [[con]] directed [[det]];
produced	wrote directed [[con]] produced;
produced	wrote produced [[con]] directed;
produced	s production company which;
produced	s production company;
produced	[[adj]] debut [[det]];
produced	debut in;
produced	s debut in;
produced	made debut in;
produced	s debut on;
produced	[[det]] debut at;
produced	[[adj]] debut during;
produced	[[adj]] debut;
produced	[[prp]] debut during;
produced	[[adj]] debut in;
produced	never used;
produced	of used;
produced	used as;
produced	used to;
produced	used [[num]];
produced	used at;
produced	in used;
produced	has used [[det]];
produced	often used [[det]];
produced	had used [[det]];
produced	used in;
produced	[[pro]] used;
produced	used [[det]];
produced	used [[adj]];
produced	used on;
produced	had used in;
produced	used while;
produced	later used;
produced	used from;
produced	used of;
produced	used for;
produced	also used [[pro]];
produced	[[con]] used [[det]];
produced	also used [[det]];
produced	also including;
produced	went including [[det]];
produced	up including [[det]];
produced	most including [[num]];
produced	including by;
produced	much including [[det]];
produced	[[adj]] including of;
produced	including for;
produced	[[num]] stars;
produced	received [[det]] [[adj]] nomination for;
isMarriedTo	married;
isMarriedTo	[[num]] married in;
isMarriedTo	is married;
isMarriedTo	later married to;
isMarriedTo	is married [[con]];
isMarriedTo	had married at;
isMarriedTo	[[adj]] married to;
isMarriedTo	married by;
isMarriedTo	was married [[det]];
isMarriedTo	has married;
isMarriedTo	married while;
isMarriedTo	was married twice;
isMarriedTo	been married to;
isMarriedTo	was married first;
isMarriedTo	then married to;
isMarriedTo	[[pro]] married;
isMarriedTo	were married;
isMarriedTo	then married;
isMarriedTo	married with;
isMarriedTo	was married [[num]];
isMarriedTo	already married to;
isMarriedTo	had married [[con]];
isMarriedTo	married [[num]];
isMarriedTo	where married;
isMarriedTo	still married to;
isMarriedTo	had married [[num]];
isMarriedTo	also married [[det]];
isMarriedTo	had married;
isMarriedTo	get married to;
isMarriedTo	when married;
isMarriedTo	then married [[pro]];
isMarriedTo	married [[pro]];
isMarriedTo	married on;
isMarriedTo	is married to;
isMarriedTo	later married;
isMarriedTo	whom married;
isMarriedTo	was married;
isMarriedTo	[[num]] married;
isMarriedTo	been married twice;
isMarriedTo	married secondly;
isMarriedTo	twice married first;
isMarriedTo	also married to;
isMarriedTo	had married [[det]];
isMarriedTo	also married;
isMarriedTo	married [[con]];
isMarriedTo	was married to;
isMarriedTo	married who;
isMarriedTo	married twice;
isMarriedTo	later married [[det]];
isMarriedTo	married again;
isMarriedTo	[[con]] married;
isMarriedTo	married as;
isMarriedTo	married [[adj]];
isMarriedTo	was married again;
isMarriedTo	married d;
isMarriedTo	twice married [[adj]];
isMarriedTo	married to;
isMarriedTo	be married to;
isMarriedTo	was married with;
isMarriedTo	married when;
isMarriedTo	married first;
isMarriedTo	was married by;
isMarriedTo	[[con]] married [[det]];
isMarriedTo	get married;
isMarriedTo	is married with;
isMarriedTo	who married first;
isMarriedTo	married [[prp]];
isMarriedTo	was married when;
isMarriedTo	now married to;
isMarriedTo	[[adj]] married on;
isMarriedTo	who married;
isMarriedTo	currently married to;
isMarriedTo	[[con]] married to;
isMarriedTo	married had;
isMarriedTo	formerly married to;
isMarriedTo	married [[det]];
isMarriedTo	married de;
isMarriedTo	was married [[con]];
isMarriedTo	have married;
isMarriedTo	been married;
isMarriedTo	had married to;
isMarriedTo	that married;
isMarriedTo	married after;
isMarriedTo	when married [[det]];
isMarriedTo	s wife as;
isMarriedTo	[[prp]] wife had;
isMarriedTo	[[prp]] wife as;
isMarriedTo	[[adj]] wife;
isMarriedTo	wife in;
isMarriedTo	as wife;
isMarriedTo	[[adj]] wife [[adj]];
isMarriedTo	[[det]] wife to;
isMarriedTo	wife to;
isMarriedTo	wife was;
isMarriedTo	s wife [[adj]];
isMarriedTo	s wife;
isMarriedTo	of wife;
isMarriedTo	wife [[adj]];
isMarriedTo	s wife [[con]];
isMarriedTo	[[adj]] wife [[num]];
isMarriedTo	s wife who;
isMarriedTo	[[pro]] wife;
isMarriedTo	was wife;
isMarriedTo	by wife;
isMarriedTo	[[adj]] wife [[con]];
isMarriedTo	[[prp]] wife;
isMarriedTo	s wife in;
isMarriedTo	with wife;
isMarriedTo	s wife of;
isMarriedTo	wife [[con]];
isMarriedTo	to wife;
isMarriedTo	was wife of;
isMarriedTo	[[adj]] wife of;
isMarriedTo	[[prp]] wife [[num]];
isMarriedTo	[[con]] wife;
isMarriedTo	[[adj]] wife to;
isMarriedTo	wife of;
isMarriedTo	[[adj]] wife in;
isMarriedTo	[[det]] wife [[con]];
isMarriedTo	wife who;
isMarriedTo	s wife [[det]];
isMarriedTo	s wife with;
isMarriedTo	[[det]] wife;
isMarriedTo	[[adj]] wife [[pro]];
isMarriedTo	[[det]] wife of;
isMarriedTo	[[adj]] wife [[det]];
isMarriedTo	[[con]] wife of;
isMarriedTo	is wife;
isMarriedTo	[[prp]] wife [[con]];
isMarriedTo	met;
isMarriedTo	worked as [[det]] assistant to [[det]] winter [[con]];
isMarriedTo	was married to [[adj]] actress;
isMarriedTo	was married to [[det]] actress;
isMarriedTo	is married to [[det]] actress;
isMarriedTo	been married to actress;
isMarriedTo	is married to [[adj]] actress;
isMarriedTo	was married to actress;
isMarriedTo	married actress;
isMarriedTo	is married to actress;
isMarriedTo	then married actress;
isMarriedTo	married [[det]] actress;
isMarriedTo	is husband;
isMarriedTo	husband [[det]];
isMarriedTo	[[adj]] husband to;
isMarriedTo	[[det]] husband of;
isMarriedTo	s husband;
isMarriedTo	husband of;
isMarriedTo	[[adj]] husband [[con]];
isMarriedTo	[[prp]] husband s;
isMarriedTo	[[adj]] husband was;
isMarriedTo	with husband;
isMarriedTo	[[adj]] husband;
isMarriedTo	s husband [[con]];
isMarriedTo	[[adj]] husband of;
isMarriedTo	[[pro]] husband;
isMarriedTo	[[prp]] husband;
isMarriedTo	[[con]] husband;
isMarriedTo	[[prp]] husband [[con]];
isMarriedTo	[[det]] husband;
isMarriedTo	s marriage with;
isMarriedTo	[[prp]] marriage was;
isMarriedTo	[[prp]] marriage [[con]];
isMarriedTo	s marriage to;
isMarriedTo	marriage of;
isMarriedTo	[[prp]] marriage with;
isMarriedTo	of marriage;
isMarriedTo	[[adj]] marriage to;
isMarriedTo	[[det]] marriage of;
isMarriedTo	[[con]] marriage;
isMarriedTo	by marriage;
isMarriedTo	marriage to;
isMarriedTo	marriage [[con]];
isMarriedTo	[[adj]] marriage [[con]];
isMarriedTo	marriage with;
isMarriedTo	[[det]] marriage to;
isMarriedTo	[[prp]] marriage to;
isMarriedTo	[[adj]] marriage;
isMarriedTo	[[det]] marriage;
isMarriedTo	[[prp]] marriage;
isMarriedTo	s marriage;
isMarriedTo	[[adj]] marriage with;
isMarriedTo	married [[adj]] actor;
isMarriedTo	married [[det]] actor;
isMarriedTo	formerly married to actor;
isMarriedTo	is married to [[det]] actor;
isMarriedTo	was married to actor;
isMarriedTo	is married to [[adj]] actor;
isMarriedTo	was married to [[det]] actor;
isMarriedTo	currently married to actor;
isMarriedTo	is married to actor;
isMarriedTo	been married to actor;
isMarriedTo	that marry;
isMarriedTo	[[mod]] marry [[prp]];
isMarriedTo	to marry;
isMarriedTo	to marry [[con]];
isMarriedTo	[[mod]] marry [[adj]];
isMarriedTo	not marry;
isMarriedTo	to marry [[det]];
isMarriedTo	to marry [[adj]];
isMarriedTo	[[con]] marry;
isMarriedTo	to marry [[pro]];
isMarriedTo	[[mod]] marry;
isMarriedTo	[[mod]] marry [[det]];
isMarriedTo	[[adj]] widow [[con]];
isMarriedTo	s widow;
isMarriedTo	widow of;
isMarriedTo	s widow [[con]];
isMarriedTo	[[det]] widow of;
isMarriedTo	[[adj]] widow;
isMarriedTo	[[prp]] widow;
isMarriedTo	[[det]] widow;
isMarriedTo	[[con]] widow;
isMarriedTo	[[con]] widow of;
isMarriedTo	[[num]] widow of;
isMarriedTo	met [[prp]] [[adj]] wife [[con]];
isMarriedTo	also met [[prp]] [[adj]] wife;
isMarriedTo	met [[con]] [[prp]] wife;
isMarriedTo	met [[prp]] wife;
isMarriedTo	met [[prp]] [[adj]] wife [[det]];
isMarriedTo	met [[prp]] [[adj]] wife;
isMarriedTo	where met [[prp]] wife;
isMarriedTo	[[adj]] met;
isMarriedTo	has met;
isMarriedTo	is met by;
isMarriedTo	where met with;
isMarriedTo	then met with;
isMarriedTo	that met;
isMarriedTo	has met [[con]];
isMarriedTo	also met;
isMarriedTo	met as;
isMarriedTo	had met through;
isMarriedTo	also met from;
isMarriedTo	[[con]] met [[con]];
isMarriedTo	first met;
isMarriedTo	met by;
isMarriedTo	met [[pro]];
isMarriedTo	met up;
isMarriedTo	had met when;
