relation	pattern
actedIn	was awarded [[pro]];
actedIn	awarded [[num]];
actedIn	been awarded [[num]];
actedIn	was awarded [[prp]];
actedIn	was awarded for;
actedIn	[[adj]] awarded [[det]];
actedIn	is awarded [[det]];
actedIn	awarded [[det]];
actedIn	being awarded [[det]];
actedIn	been awarded [[det]];
actedIn	[[det]] awarded [[det]];
actedIn	was awarded [[num]];
actedIn	were awarded in;
actedIn	[[adj]] roles including;
actedIn	had roles including in;
actedIn	roles including in;
actedIn	had roles including;
actedIn	[[adj]] roles including [[con]];
actedIn	had roles including [[con]];
actedIn	most remembered for;
actedIn	also remembered at;
actedIn	most remembered;
actedIn	best remembered in;
actedIn	remembered [[det]];
actedIn	best remembered for;
actedIn	remembered as;
actedIn	be remembered;
actedIn	also remembered;
actedIn	also remembered in;
actedIn	best remembered as;
actedIn	best remembered [[con]];
actedIn	[[det]] work for;
actedIn	s work;
actedIn	to work [[num]];
actedIn	to work [[con]];
actedIn	work at;
actedIn	[[mod]] work [[con]];
actedIn	[[prp]] work to;
actedIn	[[num]] work;
actedIn	[[adj]] work [[con]];
actedIn	[[prp]] work;
actedIn	[[prp]] work in;
actedIn	work on;
actedIn	found work at;
actedIn	s work at;
actedIn	[[adj]] work [[det]];
actedIn	s work on;
actedIn	to work [[adj]];
actedIn	[[prp]] work [[adj]];
actedIn	s work in;
actedIn	to work among;
actedIn	to work together;
actedIn	[[prp]] work on;
actedIn	work as;
actedIn	[[mod]] work again;
actedIn	s work of;
actedIn	s work [[con]];
actedIn	work for;
actedIn	[[mod]] work at;
actedIn	later work with;
actedIn	to work on;
actedIn	[[adj]] work;
actedIn	to work at;
actedIn	[[adj]] work after;
actedIn	work [[det]];
actedIn	to work [[det]];
actedIn	done work;
actedIn	done work with;
actedIn	work is;
actedIn	[[adj]] roles including in;
actedIn	including roles as;
actedIn	best known for [[prp]] performances [[con]];
actedIn	[[det]] stars of;
actedIn	currently stars;
actedIn	also stars in;
actedIn	currently stars in;
actedIn	currently stars as;
actedIn	[[num]] stars on;
actedIn	stars on;
actedIn	currently stars on;
actedIn	of stars;
actedIn	stars of;
actedIn	stars in;
actedIn	also stars as;
actedIn	usually played [[adj]] roles as;
actedIn	played [[adj]] roles in;
actedIn	has played roles in;
actedIn	played [[adj]] roles as;
actedIn	played [[adj]] roles for;
actedIn	also played roles in;
actedIn	played [[det]] roles in;
actedIn	also played roles as;
actedIn	played roles in;
actedIn	also played [[adj]] roles in;
actedIn	has played [[adj]] roles;
actedIn	[[det]] love interest;
actedIn	love [[pro]];
actedIn	s love of;
actedIn	s love interest;
actedIn	love interest;
actedIn	[[prp]] love;
actedIn	love with;
actedIn	best known for [[prp]] role in [[num]] film;
actedIn	best known for [[prp]] role as [[det]] film;
actedIn	best known for [[prp]] role as [[num]] film;
actedIn	[[det]] comeback;
actedIn	[[det]] comeback in;
actedIn	[[adj]] comeback in;
actedIn	[[det]] comeback with;
actedIn	[[adj]] lead in;
actedIn	lead to;
actedIn	[[det]] lead in;
actedIn	[[mod]] lead to;
actedIn	lead [[pro]];
actedIn	to lead as;
actedIn	has appeared lead roles in [[det]] films [[con]];
actedIn	has appeared [[adj]] films in [[adj]] roles [[adj]];
actedIn	appeared in [[det]] horror film;
actedIn	appeared in [[adj]] horror film;
actedIn	appeared in [[num]] horror film;
actedIn	[[det]] version of;
actedIn	[[adj]] version;
actedIn	version of;
actedIn	[[adj]] version is;
actedIn	[[adj]] version of;
actedIn	[[num]] version of;
actedIn	s version of;
actedIn	[[adj]] version [[con]];
actedIn	[[det]] version;
actedIn	best known for [[prp]] appearances [[con]] critically [[adj]] performances in films [[adj]];
actedIn	best known for [[prp]] critically [[adj]] performances in [[det]] films;
actedIn	best known for [[prp]] performances in [[det]] films;
actedIn	best known for [[prp]] critically [[adj]] performances in;
actedIn	began filming;
actedIn	took over [[det]] role in;
actedIn	took [[det]] role in;
actedIn	took [[det]] role at;
actedIn	took [[det]] [[adj]] role in;
actedIn	played [[det]] role of [[det]] movie;
actedIn	played [[det]] [[adj]] role in [[det]] movie;
actedIn	played [[det]] role in [[det]] movie;
actedIn	set for;
actedIn	is set up;
actedIn	also set;
actedIn	set up;
actedIn	[[det]] set of;
actedIn	s set;
actedIn	set [[det]];
actedIn	also set [[det]];
actedIn	[[adj]] set;
actedIn	set [[prp]];
actedIn	set [[num]];
actedIn	set [[pro]];
actedIn	set at;
actedIn	was set [[adj]];
actedIn	[[con]] set [[det]];
actedIn	set about;
actedIn	in comedy;
actedIn	[[con]] comedy;
actedIn	play [[det]] role to;
actedIn	to play [[det]] role in;
actedIn	to play [[det]] role at;
actedIn	to play [[det]] role of;
actedIn	to play [[det]] role;
actedIn	later play [[det]] role from;
actedIn	[[adj]] successes;
actedIn	[[adj]] daughter [[num]];
actedIn	s daughter in;
actedIn	[[det]] daughter at;
actedIn	daughter in;
actedIn	began filming for;
actedIn	reprising [[prp]] role as;
actedIn	reprising [[prp]] role from;
actedIn	did well;
actedIn	did as;
actedIn	did during;
actedIn	[[con]] version of;
actedIn	to star in films [[adj]];
actedIn	to star in [[adj]] films [[adj]];
actedIn	[[adj]] comeback;
actedIn	to debut in;
actedIn	[[prp]] debut [[det]];
actedIn	[[prp]] debut at;
actedIn	s debut;
actedIn	debut at;
actedIn	[[pro]] debut;
actedIn	s debut of;
actedIn	[[adj]] debut on;
actedIn	[[adj]] debut at;
actedIn	[[pro]] debut in;
actedIn	s debut at;
actedIn	s debut [[adj]];
actedIn	set during;
actedIn	s set in;
actedIn	[[det]] set at;
actedIn	set on;
actedIn	lead on;
actedIn	lead with;
actedIn	to play [[det]] [[adj]] role in;
actedIn	played [[det]] role in [[num]] movie;
actedIn	played roles [[adj]];
actedIn	s played roles;
actedIn	also played roles on;
actedIn	has played [[adj]] roles in;
actedIn	also played [[adj]] roles to;
actedIn	also played [[adj]] roles;
actedIn	also played [[adj]] roles [[con]];
actedIn	[[det]] success at;
actedIn	success [[con]];
actedIn	more success with;
actedIn	s success with;
actedIn	had success with;
actedIn	more success at;
actedIn	[[prp]] success to;
actedIn	s film version of;
actedIn	[[adj]] film version of;
actedIn	[[det]] film version of;
actedIn	[[num]] film version of;
actedIn	took [[det]] role;
actedIn	also appeared like [[con]];
actedIn	also appeared like;
actedIn	appeared like;
actedIn	has appeared like [[num]];
actedIn	then appeared like;
actedIn	has appeared like;
actedIn	appeared like [[con]];
actedIn	also appeared like in;
actedIn	reprising [[prp]] role in;
actedIn	that plays;
actedIn	[[det]] plays;
actedIn	plays [[pro]];
actedIn	also plays;
actedIn	[[adj]] plays [[con]];
actedIn	also plays [[det]];
actedIn	plays on;
actedIn	[[adj]] plays;
actedIn	plays at;
actedIn	plays [[num]];
actedIn	plays [[det]];
actedIn	s plays;
actedIn	[[prp]] love to;
actedIn	[[adj]] love interest;
actedIn	produced as;
actedIn	[[con]] produced;
actedIn	had supporting roles in;
actedIn	supporting roles [[num]];
actedIn	had supporting roles [[con]];
actedIn	had supporting roles [[det]];
actedIn	had supporting roles as;
actedIn	had supporting roles;
actedIn	landed [[det]] role [[det]];
actedIn	landed [[det]] role at;
actedIn	landed [[det]] [[adj]] role in;
actedIn	landed [[det]] role in;
actedIn	landed [[det]] role;
actedIn	starred in [[det]] film adaptation of;
actedIn	starred in [[num]] film adaptation of;
actedIn	landed [[prp]] [[adj]] role in;
actedIn	landed [[det]] role for;
actedIn	landed [[det]] role as;
actedIn	landed [[det]] role on;
actedIn	landed [[det]] [[adj]] role on;
actedIn	[[adj]] success like [[num]];
actedIn	[[det]] success like [[num]];
actedIn	starred in [[num]] remake of;
actedIn	also starred in [[num]] remake of;
actedIn	starred in [[det]] remake of;
actedIn	[[det]] voice of [[det]] film;
actedIn	[[det]] voice of [[adj]] film;
actedIn	acted like;
actedIn	acted like [[num]];
actedIn	[[adj]] appearance in [[det]] film;
actedIn	[[adj]] appearance in [[num]] film;
actedIn	[[adj]] film appearance in;
actedIn	subsequently appeared including;
actedIn	subsequently appeared including [[con]];
actedIn	produced [[con]] starred in;
actedIn	to costar in;
actedIn	costar in;
actedIn	[[prp]] costar in;
actedIn	appeared [[con]] starred;
actedIn	starred [[con]] appeared in;
actedIn	later starred [[con]] appeared in;
actedIn	in movies like;
actedIn	in movies like [[con]];
actedIn	movies like;
actedIn	makes up;
actedIn	makes [[pro]];
actedIn	makes [[prp]];
actedIn	makes [[det]];
actedIn	makes [[adj]];
actedIn	won from [[det]] film;
actedIn	won in [[num]] film;
actedIn	won for [[det]] film;
actedIn	won for [[num]] film;
actedIn	got [[prp]] [[adj]] break in;
actedIn	got [[prp]] [[adj]] break;
actedIn	got [[prp]] break in;
actedIn	got [[prp]] break with;
actedIn	[[adj]] heroine in;
actedIn	heroine in;
actedIn	[[adj]] series;
actedIn	[[det]] series as;
actedIn	series [[adj]];
actedIn	in series [[adj]];
actedIn	[[num]] series;
actedIn	series of;
actedIn	on series [[adj]];
actedIn	[[adj]] series [[con]];
actedIn	[[det]] series by;
actedIn	[[det]] series;
actedIn	[[num]] series of;
actedIn	[[det]] series on;
actedIn	of series;
actedIn	[[det]] series [[num]];
actedIn	s series of;
actedIn	s series [[con]];
actedIn	[[adj]] series [[adj]];
actedIn	[[adj]] series of;
actedIn	[[det]] series [[adj]] series;
actedIn	s series;
actedIn	series [[con]];
actedIn	[[det]] series [[con]];
actedIn	in series;
actedIn	[[det]] series [[adj]];
actedIn	when took [[det]];
actedIn	later took in;
actedIn	[[det]] lieutenant [[con]] [[det]] captain [[det]] [[adj]] year [[con]] accompanied [[prp]] regiment where took part;
actedIn	later took part;
actedIn	took in;
actedIn	again took part;
actedIn	also took [[det]];
actedIn	took [[adj]];
actedIn	also took part;
actedIn	then took part;
actedIn	only took part;
actedIn	when took part;
actedIn	[[con]] took part;
actedIn	who took part;
actedIn	[[con]] took [[det]];
actedIn	took part;
actedIn	who took;
actedIn	took for;
actedIn	played [[det]] [[adj]] killer;
actedIn	played [[det]] killer;
actedIn	makes [[det]] appearance in;
actedIn	also makes [[det]] appearance in;
actedIn	makes [[det]] [[adj]] appearance in;
actedIn	makes [[det]] [[adj]] appearance as;
actedIn	makes [[prp]] [[adj]] appearance in;
actedIn	makes [[prp]] [[adj]] appearance as;
actedIn	makes [[prp]] [[adj]] appearance;
actedIn	recently appeared as;
actedIn	recently appeared at;
actedIn	starred in [[con]] produced;
actedIn	brother in;
actedIn	s brother in;
actedIn	supporting roles in;
actedIn	to portray in;
actedIn	[[mod]] portray in;
actedIn	also starred in [[det]] remake of;
actedIn	has subsequently appeared in;
actedIn	subsequently appeared as;
actedIn	subsequently appeared for;
actedIn	subsequently appeared in;
actedIn	best known for playing [[det]] role in;
actedIn	best known for playing [[det]] role of;
actedIn	won in [[det]] film;
actedIn	won for [[prp]] film;
actedIn	won for [[adj]] film;
actedIn	well known including [[det]];
actedIn	well known including;
actedIn	better known including s;
actedIn	well known including [[con]];
actedIn	is known including [[num]];
actedIn	best known including;
actedIn	best known including [[con]];
actedIn	reprises [[prp]] role from;
actedIn	reprises [[prp]] role of;
actedIn	reprises [[prp]] role as;
actedIn	reprises [[prp]] role;
actedIn	took to;
actedIn	later took;
actedIn	again took;
actedIn	then took [[pro]];
actedIn	also took in;
actedIn	[[con]] took over;
actedIn	is acting in;
actedIn	was acting as;
actedIn	acting in;
actedIn	[[adj]] acting;
actedIn	best known for portraying in;
actedIn	well known for portraying in;
actedIn	best known for portraying;
actedIn	is known for portraying;
actedIn	also known for portraying in;
actedIn	production as;
actedIn	s production at;
actedIn	[[num]] production of;
actedIn	s production on;
actedIn	[[prp]] production of;
actedIn	production at;
actedIn	[[adj]] production of;
actedIn	[[det]] production;
actedIn	production for;
actedIn	[[num]] production;
actedIn	[[adj]] production;
actedIn	[[det]] production at;
actedIn	s production [[con]];
actedIn	production of;
actedIn	s production;
actedIn	[[det]] production of;
actedIn	[[adj]] production at;
actedIn	s production of;
actedIn	in production of;
actedIn	is brother to;
actedIn	also acted like;
actedIn	s plays [[con]];
actedIn	now plays in;
actedIn	currently plays on;
actedIn	now plays;
actedIn	also plays on;
actedIn	noted [[con]];
actedIn	was noted;
actedIn	noted as;
actedIn	most noted to;
actedIn	particularly noted;
actedIn	most noted for;
actedIn	is noted;
actedIn	most noted;
actedIn	is noted in;
actedIn	noted [[adj]];
actedIn	script for;
actedIn	[[det]] script;
actedIn	[[det]] script for;
actedIn	reunited for;
actedIn	was reunited in;
actedIn	reunited in;
actedIn	[[num]] stars;
actedIn	met while filming;
actedIn	starred in [[det]] film version of;
actedIn	starred in [[adj]] comedy film;
actedIn	starred in [[det]] comedy film;
actedIn	is playing with;
actedIn	been playing on;
actedIn	for playing in;
actedIn	was playing in;
actedIn	of playing;
actedIn	been playing;
actedIn	currently playing [[det]];
actedIn	[[num]] playing;
actedIn	is playing [[det]];
actedIn	are playing;
actedIn	currently playing;
actedIn	playing to;
actedIn	is playing in;
actedIn	be playing [[det]];
actedIn	on playing;
actedIn	[[adj]] playing [[det]];
actedIn	currently playing on;
actedIn	playing [[prp]];
actedIn	[[pro]] playing;
actedIn	playing in;
actedIn	[[adj]] playing;
actedIn	be playing;
actedIn	in playing [[det]];
actedIn	for playing on;
actedIn	s son in;
actedIn	s character in [[det]] movie;
actedIn	directed [[con]] starred in;
actedIn	also filmed [[det]];
actedIn	filmed [[prp]];
actedIn	filmed [[det]];
actedIn	was filmed for;
actedIn	filmed at;
actedIn	also filmed;
actedIn	to play [[det]] title role in;
actedIn	[[adj]] remake of;
actedIn	remake of;
actedIn	[[num]] remake of;
actedIn	landed [[det]] role in [[det]] film;
actedIn	landed [[det]] role of [[det]] film;
actedIn	landed [[det]] [[adj]] role in [[det]] film;
actedIn	appeared in [[det]] adaptation;
actedIn	also appeared in [[num]] adaptation of;
actedIn	appeared in [[det]] adaptation of;
actedIn	appeared in [[adj]] adaptation of;
actedIn	appeared in adaptation of;
actedIn	[[mod]] make [[pro]];
actedIn	to make [[det]];
actedIn	to make up;
actedIn	not make [[pro]];
actedIn	also make;
actedIn	to make [[pro]];
actedIn	to make [[num]];
actedIn	[[con]] make [[prp]];
actedIn	to make [[prp]];
actedIn	to play [[det]] lead role of;
actedIn	to play [[det]] lead role in;
actedIn	wife in;
actedIn	[[prp]] wife were;
actedIn	[[adj]] wife in;
actedIn	[[det]] wife [[con]];
actedIn	[[prp]] wife from;
actedIn	s wife in;
actedIn	come over;
actedIn	have come to;
actedIn	[[mod]] come back;
actedIn	[[det]] come back;
actedIn	has come [[det]];
actedIn	[[det]] come;
actedIn	to act in;
actedIn	acted in films like;
actedIn	acted in films like [[con]];
actedIn	had featured roles in films [[adj]];
actedIn	had featured roles in [[num]] films [[adj]];
actedIn	then starred [[adj]];
actedIn	[[con]] starred with;
actedIn	[[con]] starred as;
actedIn	also starred along;
actedIn	starred by;
actedIn	then starred with;
actedIn	starred with;
actedIn	has starred with;
actedIn	also starred [[adj]];
actedIn	has starred [[adj]];
actedIn	then starred as;
actedIn	starred [[adj]];
actedIn	starred along;
actedIn	[[con]] starred;
actedIn	later starred with;
actedIn	also starred with;
actedIn	starred as;
actedIn	also starred by;
actedIn	later starred [[con]];
actedIn	[[adj]] drama;
actedIn	s drama;
actedIn	[[det]] drama;
actedIn	[[num]] drama;
actedIn	[[pro]] daughter [[con]];
